Date,Region,Ip Region,AF Tag,Install,New User,R2,R3,R4,R5,R6,R7,R14,R30,R3 R2,R7 R3,R14 R7,R30 R14,,Date: 2025-02-01 -- 2026-04-08
2025-02-02,EU,TR,organic,7,8,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,YE,organic,1,2,50.00%,0.00%,50.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,ZA,organic,2,2,50.00%,50.00%,50.00%,50.00%,0.00%,50.00%,0.00%,0.00%,100.00%,100.00%,0.00%,
2025-02-02,ID,ID,facebook ads,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,ID,ID,googleadwords_int,1,20,15.00%,10.00%,10.00%,10.00%,15.00%,15.00%,5.00%,20.00%,66.67%,150.00%,33.33%,400.00%
2025-02-02,ID,ID,organic,2682,2683,38.76%,27.43%,20.57%,17.11%,15.17%,14.57%,8.09%,4.32%,70.77%,53.12%,55.50%,53.46%
2025-02-02,ID,ID,restricted,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,ID,ID,tiktokglobal_int,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,,,100.00%,0.00%
2025-02-02,SAC,AR,googleadwords_int,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,SAC,AR,organic,466,524,39.89%,24.62%,20.04%,16.79%,13.74%,12.40%,7.44%,4.39%,61.72%,50.39%,60.00%,58.97%
2025-02-02,SAC,AR,restricted,0,1,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,SAC,AR,tiktokglobal_int,0,2,50.00%,0.00%,50.00%,0.00%,50.00%,50.00%,0.00%,50.00%,0.00%,,0.00%,
2025-02-02,SAC,BO,organic,25,29,55.17%,37.93%,37.93%,20.69%,27.59%,24.14%,20.69%,17.24%,68.75%,63.64%,85.71%,83.33%
